tfidf_lr_0,tfidf_lr_1,tfidf_lr_2,tfidf_lr_3,tfidf_lr_4,tfidf_lr_5,tfidf_lr_6
0.02071701949499954,0.29612558800963745,0.16611875356561745,0.33428887848536776,0.1436901431968585,0.033524079577480485,0.005535537670038853
0.0341541887462001,0.3360305022891905,0.16669802960972813,0.31592267086851666,0.10933813667766885,0.03184375220616056,0.006012719602535021
0.01845721523930475,0.2696015529559817,0.2798353589744351,0.240220803509268,0.12642175741437975,0.0590466589083521,0.006416652998278726
0.03636427707823545,0.6860109808162542,0.044188409516668956,0.05343278013584517,0.1460414328166432,0.029109304181853077,0.004852815454499845
0.014919675931094608,0.22576952608087794,0.44129141418657564,0.20286674511064576,0.0893808292500558,0.02171644020165593,0.004055369239094367
0.02204755238346539,0.09741273920723165,0.20679161598164375,0.45695765869709304,0.16998380260778106,0.040283433093068796,0.006523198029716366
0.015118095890503178,0.2808647126533411,0.3335787529144443,0.17624388333150817,0.14441290256457934,0.04466185493112865,0.005119797714495247
0.021774702773769125,0.2655183559884747,0.04934311471037891,0.29563091105843564,0.33776259277863485,0.025611719102827397,0.004358603587479314
0.011816310793418505,0.552828365492659,0.2957185769454157,0.0636442594960913,0.04587326863757068,0.025923326803003778,0.004195891831840996
0.01673544565983621,0.5615909929358007,0.2165208634801089,0.0737186676994416,0.10234056245993359,0.024925912274132652,0.0041675554907462395
0.015490273872820095,0.5269402315430523,0.26055099994570097,0.11486028592063077,0.04654160638599079,0.030680978151815676,0.004935624179989498
0.014698510759570581,0.7755814120357685,0.13745917761665402,0.019391261406738025,0.0320542379251281,0.016019038444090236,0.004796361812050706
0.023018420176564185,0.13741369824684815,0.4246657226419621,0.18887151886616102,0.1921387633160107,0.02805145683857796,0.005840419913875793
0.015144736192470096,0.3903706662482886,0.32030116949780185,0.1940278642306933,0.06112471277368333,0.013028900502256354,0.006001950554806664
0.012622347369765518,0.4743827858743339,0.3187998998944738,0.09544361278675274,0.06156022878193044,0.031971244349532246,0.005219880943211357
0.019479909646697824,0.052030784646068425,0.27494586735059373,0.3753549420552289,0.21713234857450933,0.05609680964727124,0.004959338079630568
0.017332610069670906,0.48693141818075025,0.38414892109162563,0.05164993387615058,0.02671752719064331,0.029031918063765455,0.0041876715273937975
0.015409623007304717,0.5024321029192169,0.20941913724884606,0.14231100201505392,0.09088795363733124,0.033604596899667695,0.005935584272579505
0.013533898270382944,0.5631610699236105,0.3129432889514323,0.040418350335387467,0.04106186453595434,0.025297172819896713,0.0035843551633356003
0.017686841356196352,0.2814326364894302,0.3510740690490575,0.24959707752344784,0.07390081348498863,0.021602253237445978,0.004706308859433541
0.024065408386588442,0.2766636319813221,0.24992968071406585,0.27723314303952484,0.12698131420730696,0.03967578750318041,0.0054510341680113214
0.013596794805457385,0.743661258756528,0.11579973730303617,0.044231046999402515,0.059743063318749706,0.018951644766504183,0.004016454050321961
0.041044876159604456,0.2941260669878284,0.14365470591172094,0.2831026385924698,0.1593008240826997,0.07128232616176797,0.007488562103908814
0.013196903465108874,0.562673742746529,0.30658167076044124,0.04238175362241442,0.04983086791863189,0.021246152979185952,0.004088908507688789
0.01336932089146952,0.41651303972460973,0.18292425170916032,0.2935420055899919,0.06532679972862497,0.023520830426697188,0.004803751929446389
0.02228398678143149,0.42279587956443476,0.36372542280322057,0.109120919302993,0.04860665254900385,0.02946624513925201,0.004000893859664444
0.019554583867291378,0.6813369888854116,0.19497818970237268,0.05602245289638018,0.03152852205971299,0.01259361149137513,0.003985651097456159
0.015807360748241815,0.6452154159905858,0.2445108904277521,0.06455981215187058,0.018221401809435014,0.007612580137010776,0.004072538735103769
0.030246207102051365,0.3134315551677603,0.3109203713052818,0.19329851787867097,0.12436986523403652,0.021211147069375078,0.006522336242824006
0.02304392937014321,0.5152620206575453,0.2152939201957878,0.1436379131110982,0.06417640276922848,0.03329197831857016,0.005293835577626695
0.015844658174416378,0.291580854887449,0.3498962504361528,0.19128963616760958,0.11839345809446217,0.028419406911975798,0.004575735327934288
0.014226145563000262,0.17373567547588648,0.6466744205464833,0.12011196023998756,0.02793145447704488,0.013982113060191398,0.003338230637406221
