tfidf_mnb_0,tfidf_mnb_1,tfidf_mnb_2,tfidf_mnb_3,tfidf_mnb_4,tfidf_mnb_5,tfidf_mnb_6
2.3772729914617076e-06,0.8507932442903196,0.11931246632399387,0.028274636006642928,0.001605606799640221,1.1507458313301834e-05,1.6184808679101575e-07
0.00014779849226172323,0.6407979820935692,0.24148915302295348,0.106534166835171,0.010666469747024834,0.0003501084826366655,1.4321326373479738e-05
0.000497949190811747,0.4050869815882857,0.4189587986478433,0.1512727152748511,0.02220403081049346,0.0018963243238383604,8.32001638737609e-05
2.3893733860326948e-05,0.9383326266236117,0.04789439459520159,0.010040684171720184,0.0036465280719234403,6.037678500227163e-05,1.496018673635874e-06
3.0917003989413884e-05,0.5407358731654299,0.4004185295965238,0.05393804524790215,0.004769514739170988,0.00010427647149830992,2.8437754792912174e-06
0.0003550589294538163,0.18211208415024566,0.35168740333818926,0.43036123389679287,0.0343464460059608,0.0010868902433310524,5.088343603312286e-05
0.0005625132557766558,0.5787665758310816,0.31723447739324834,0.07966646269541046,0.02178997842130823,0.0018860589045098823,9.393349866352356e-05
0.000313363270689969,0.7773633273523557,0.10042999042809071,0.08669546002600743,0.03446274704581438,0.0007011048457248728,3.400703132360537e-05
2.2169782781998855e-05,0.8898204742942323,0.09886230168343561,0.009738109700478607,0.0014759782577685612,7.820389258911445e-05,2.762388713848641e-06
5.1527137789360674e-05,0.8251455949446632,0.15022926649909124,0.020397843399487057,0.00401502138552879,0.00015497821607826312,5.768417355450123e-06
9.757485516351087e-05,0.8457445566151269,0.13284584565867677,0.017664902358501145,0.003353485951750948,0.00028057694665374844,1.3057614129754065e-05
2.456769722965363e-06,0.9779189223318644,0.020917120701091245,0.0009702502505027919,0.00018458184533383745,6.440660655598112e-06,2.2744083513629407e-07
3.53677332790837e-05,0.4703296022275048,0.45433545690796107,0.0668025049044928,0.00837356913605523,0.00012006900383738983,3.4300868643526984e-06
2.763418917643247e-05,0.889147356651602,0.0989762174753062,0.010604746112237148,0.0011854214246033725,5.475843801497304e-05,3.865709053622478e-06
1.8076708290337037e-05,0.8224012186010272,0.1573462903938608,0.017855920135469213,0.002295958684218154,8.03165477542094e-05,2.2189293850683948e-06
0.0004057561220238288,0.1531164872453362,0.5248731422612127,0.27804806884744065,0.04182055776621883,0.0016834985506726738,5.2489207098926426e-05
3.538280787140302e-05,0.7259971950847167,0.26009432447550057,0.012083638494163527,0.0016683311299876423,0.00011738337993248337,3.7446278225323437e-06
2.0044049835822653e-05,0.6042563702312626,0.34329551071746406,0.04808380003203456,0.00424886186865338,9.33206592305871e-05,2.0924415178712177e-06
1.155765834798883e-05,0.8849230663154575,0.1089493299565415,0.005071073867650616,0.0010023422199012964,4.142995216786823e-05,1.2000299311091417e-06
7.950029431584562e-06,0.726796231516796,0.2388316998156137,0.0324348966025355,0.001899454541025456,2.914734725442196e-05,6.201473497413984e-07
9.45584416338569e-05,0.5738758381439031,0.32224209018466776,0.09353323113619826,0.009929926223879112,0.0003147197150102775,9.6361547033068e-06
4.0480686458042447e-05,0.9284276362631182,0.0610921789115734,0.008078230384795913,0.0022513109209869454,0.00010516175501600759,5.001078054382973e-06
5.153176579772282e-05,0.6288414552584513,0.25686523366368963,0.10453420345256959,0.009499069914200266,0.00020488022193651718,3.625723353765427e-06
2.257190238003284e-05,0.6874506891304262,0.2841089864539111,0.02525278915721179,0.0030775203860432666,8.50462715027594e-05,2.396698514042037e-06
9.835078388260666e-05,0.6473276462050502,0.2595342413380633,0.0857507018023351,0.0069715016269437085,0.0003047856930868831,1.2772550636478775e-05
5.481231342691477e-05,0.7662563043290495,0.20957828812227888,0.020834499883419986,0.003114640394130631,0.0001564523609543908,5.002596738356012e-06
4.460332810568501e-06,0.9174747895923882,0.07596185478059768,0.006071096780673556,0.00047686705753061565,1.0620368284033881e-05,3.110877186290709e-07
1.3097646964587911e-06,0.9667436144666886,0.031819141313173656,0.0013519216940915061,8.152124213824112e-05,2.3919933027297915e-06,9.952590316437768e-08
0.003102671444519182,0.5908015431185045,0.2675496679798821,0.09857928401348265,0.03575449911702108,0.003685192803544299,0.000527141523054292
3.5657992257604655e-05,0.8312443745007768,0.14639151586937213,0.020017007652935927,0.002200855560491692,0.00010683235743529257,3.756066729812933e-06
0.0001161793127789792,0.6318316798504824,0.2998116789974724,0.05906586641740235,0.008784613145116797,0.0003748898736461422,1.5092403094201964e-05
4.001127332458773e-06,0.6463890828230111,0.33591195879043245,0.016758655355815045,0.0009223524339376798,1.3665391880550351e-05,2.840775903653726e-07
1.338894575867244e-05,0.8952483288572316,0.08947883131432206,0.013919705350141167,0.0013049674394270212,3.364143427737505e-05,1.1366588487661365e-06
7.364645891786543e-05,0.8377954089797894,0.12901430778670733,0.027129002239962043,0.005801833844968273,0.00017749435029358428,8.306339360136158e-06
5.4379525626325555e-05,0.7213246717650057,0.26223124618783333,0.013850195941293874,0.002379378020093727,0.00015355808935515274,6.570470796072544e-06
5.10581110480291e-05,0.45177088544330524,0.45912875565926964,0.08285335826407306,0.006006035751843652,0.00018482461617773123,5.082154288006557e-06
0.0003430302975442224,0.6713739366437154,0.2909081626956979,0.02930626203388,0.007067889434214736,0.0009448011874470871,5.5917707507144586e-05
0.0010934120113228253,0.34156798623484824,0.3749941028052233,0.2304399220313624,0.04823818468162,0.0034978727201227518,0.00016851951550527606
1.1733353120601418e-05,0.953834772650892,0.040262128270804685,0.005203134578307635,0.0006577329800867997,2.945719205991804e-05,1.0409747273763983e-06
1.555595707002188e-06,0.9852847341679359,0.012666475883626169,0.0017859772302767974,0.00025698681900006363,4.179506181362005e-06,9.079727097612858e-08
0.0013821151258683103,0.40562017939012696,0.33613902794384826,0.1904831579786986,0.062445695906131075,0.0037436359452580775,0.00018618771006995047
8.878820695376584e-05,0.6323607017570599,0.2730480901651051,0.08664642697025438,0.007556097508307034,0.0002905614451986717,9.333947117319077e-06
0.00022899555161503063,0.7508548542310435,0.16764898561356992,0.06889434556682092,0.01183860294146271,0.0005046514339027334,2.956466159051127e-05
5.259837845984392e-06,0.48469292521306045,0.5028586315403475,0.011444956225789971,0.0009727122493931019,2.5036192339409982e-05,4.787412358227653e-07
7.169844692331075e-05,0.5233861459059657,0.2884861361151532,0.16868580698734462,0.018927191626893207,0.0004353281878280434,7.69272990201581e-06
3.310364105597981e-05,0.9382757085461227,0.05634855459149891,0.004427653984290253,0.0008503526266706729,6.0355013977027124e-05,4.271596379700917e-06
6.177530167471785e-05,0.8415620156677655,0.14457161703925586,0.012119194134445883,0.0015538972191323974,0.00012419441678623456,7.306220950242431e-06
0.00011761254952035339,0.7399525335437521,0.19341647836604708,0.05863771890834362,0.007487187189121506,0.0003730229269794646,1.5446516239774034e-05
3.814263142077111e-05,0.8643849965515729,0.11986048652812736,0.013583097157881556,0.0020432223719837263,8.578927696366174e-05,4.265482045748164e-06
1.068961270367213e-05,0.7217028962841333,0.22325956270603137,0.05210511209804688,0.0028771438390278086,4.3774508263425736e-05,8.209517816047907e-07
6.97752443066595e-05,0.7920375184226893,0.18044478090246424,0.022367313226542212,0.004867274327079376,0.00020393556220649713,9.402314717309443e-06
0.00024019905989081631,0.3524831548327957,0.3165379126003616,0.30689405521556196,0.02308658675676161,0.0007295513953592385,2.8540139263112585e-05
0.00019067368006759236,0.3875230731585076,0.4583008854769465,0.13434840075596702,0.018840441743840832,0.00077153824683744,2.4986937829474822e-05
0.0015945456813277442,0.8014371579019068,0.12470860030501264,0.04357513978754083,0.02527640239753796,0.0031503251837694947,0.0002578287428972297
7.504879916451069e-06,0.9444224776577707,0.0451495337259331,0.009296951701645026,0.0011038486629416323,1.9228968167518473e-05,4.544036274809433e-07
0.00013685226988346285,0.8903661289461929,0.08612955871796077,0.01571150147944669,0.007235557179591946,0.00040470719168779126,1.5694215246820302e-05
2.0646879370956402e-05,0.7576062582418644,0.22644227082237453,0.014422105122505764,0.0014479997473001857,5.896068582911205e-05,1.7585007550852743e-06
